,Words,Frequency
1359,९४,33
1360,खोजी,33
1361,गर्दछन्,33
1362,बढीको,33
1363,अस्थायी,33
1364,खड्का,33
1365,बहस,33
1366,बिरामीको,33
1367,प्रतिनिधिसभामा,33
1368,भएन,33
1369,दुबै,33
1370,पोखरेल,33
1371,निधन,33
1372,खड्काले,33
1373,सुशासन,33
1374,नदिने,33
1375,कति,33
1376,संघका,33
1377,शाह,33
1378,न्यूनतम,33
1379,रनमा,33
1380,कम्युनिष्ट,33
1381,आयोजनाको,32
1382,कोरोनाका,32
1383,चोरी,32
1384,विदेशमा,32
1385,स्वतन्त्र,32
1386,७५,32
1387,अस्पतालले,32
1388,केन्द्रिय,32
1389,प्रतिपक्षी,32
1390,प्रणाली,32
1391,काँग्रेस,32
1392,हकमा,32
1393,जोखिममा,32
1394,विगतमा,32
1395,बदली,32
1396,रहनुभएका,32
1397,दरले,32
1398,संघर्ष,32
1399,अनुगमन,32
1400,क्रम,32
1401,सचेत,32
1402,गतेसम्म,32
1403,उद्घाटन,32
1404,४३,32
1405,संविधानको,32
1406,समाज,32
1407,विकासका,32
1408,नभएर,32
1409,भनेका,32
1410,खान,32
1411,३९,32
1412,निर्वाह,32
1413,उनीहरूको,32
1414,जोड्ने,32
1415,अदालतमा,32
1416,प्रहरीका,32
1417,बनाए,32
1418,देखिने,32
1419,नारा,32
1420,आउँछ,32
1421,समयदेखि,32
1422,पठाइएको,32
1423,लिउले,31
1424,उपयोग,31
1425,विपन्न,31
1426,गैरआवासीय,31
1427,पुरुष,31
1428,प्रवाह,31
1429,उपभोक्ता,31
1430,यसबाट,31
1431,श्रमिक,31
1432,रहे,31
1433,शिक्षक,31
1434,८५,31
1435,सभा,31
1436,नियम,31
1437,स्थित,31
1438,देखाएको,31
1439,हेक्टर,31
1440,चुनावी,31
1441,ज्यान,31
1442,विजय,31
1443,संस्कृति,31
1444,एउटै,31
1445,उद्धार,31
1446,विभागका,31
1447,९९,31
1448,फुटबल,31
1449,सम्मेलनमा,31
1450,भूभागका,31
1451,प्रकारका,31
1452,पहिला,31
1453,प्रचण्ड,31
1454,दायित्व,31
1455,समूहका,31
1456,माधव,31
1457,अन्तर्गत,31
1458,आए,31
1459,विष्णु,31
1460,आन्दोलन,31
1461,विद्यमान,30
1462,हुनेमा,30
1463,भएकोले,30
1464,विभाजन,30
1465,शुल्क,30
1466,२०७४,30
1467,९५,30
1468,कार्यालयको,30
1469,फोटो,30
1470,त्यस्ता,30
1471,निमित्त,30
1472,समर्थन,30
1473,साधन,30
1474,६२,30
1475,नेताहरुले,30
1476,अनुभव,30
1477,श्रीलंकामा,30
1478,प्रतिष्ठान,30
1479,पहिरो,30
1480,पदार्थको,30
1481,पीसीआर,30
1482,५८,30
1483,लगाउन,30
1484,सकेन,30
1485,सचेतक,30
1486,४२,30
1487,आचार्य,30
1488,न्यायाधीश,30
1489,जनाले,30
1490,कलाकार,30
1491,तहले,30
1492,पर्दछ,30
1493,दीर्घकालीन,30
1494,२०७७,30
1495,अस्पतालको,30
1496,अत्यधिक,30
1497,निष्कर्ष,30
1498,निवासमा,30
1499,मजदुर,30
1500,सञ्चालित,30
1501,प्रधान,30
1502,मल,30
1503,माधवकुमार,30
1504,कडाइ,30
1505,गाउँ,30
1506,चौधरीले,30
1507,गाउँपालिकाको,30
1508,स्थिति,30
1509,बनाउनुपर्ने,30
1510,पुग्न,30
1511,नुन,30
1512,प्रधानन्यायाधीश,30
1513,अवैध,30
1514,सामूहिक,30
1515,भारतबाट,29
1516,अदालत,29
1517,कटौती,29
1518,मधेश,29
1519,आबेको,29
1520,जसपा,29
1521,पछिल्ला,29
1522,गीतमा,29
1523,हल्कादेखि,29
1524,चीनको,29
1525,दुरुपयोग,29
1526,मुद्दामा,29
1527,सफलता,29
1528,सीमित,29
1529,व्याजदर,29
1530,नगर,29
1531,प्रावधान,29
1532,भानु,29
1533,निवेदन,29
1534,विषयलाई,29
1535,विभागको,29
1536,५००,29
1537,खुसी,29
1538,ग्रामीण,29
1539,थालेपछि,29
1540,बेलामा,29
1541,बन्दै,29
1542,जुलाई,29
1543,७१,29
1544,३७,29
1545,देवकोटाले,29
1546,खुला,29
1547,कसैले,29
1548,कहिले,28
1549,–,28
1550,परिवारलाई,28
1551,कार्यान्वयनमा,28
1552,खाली,28
1553,पश्चिम,28
1554,गतिमा,28
1555,बीच,28
1556,प्रेम,28
1557,उपत्यकामा,28
1558,प्रतियोगिताको,28
1559,भोलि,28
1560,वर्षका,28
1561,समूहमा,28
1562,ऊर्जा,28
1563,रनको,28
1564,शेयर,28
1565,फोहोर,28
1566,आयुर्वेद,28
1567,अर्थतन्त्रमा,28
1568,उहाँलाई,28
1569,पहिलोपटक,28
1570,परिवार,28
1571,जरिवाना,28
1572,लैंगिक,28
1573,रणनीति,28
1574,उठेको,28
1575,कुन,28
1576,प्रणालीमा,28
1577,सही,28
1578,तथ्य,28
1579,उदाहरण,28
1580,छोडेर,28
1581,श्रीलंका,28
1582,भ्रमणमा,28
1583,खनाल,28
1584,रनिल,28
1585,दफा,28
1586,४४,28
1587,चेतावनी,28
1588,केन्द्रले,28
1589,भन्सार,28
1590,सुनको,28
1591,बमोजिम,28
1592,अदालतको,28
1593,भइरहेका,28
1594,ल्याएर,28
1595,पार,28
1596,निर्वाचनको,28
1597,मिति,28
1598,खुकुलो,27
1599,हाराहारीमा,27
1600,घण्टामा,27
1601,छनोट,27
1602,खबर,27
1603,संकेत,27
1604,महामारी,27
1605,रहेर,27
1606,पटकपटक,27
1607,पुँजी,27
1608,पानीको,27
1609,शाहीले,27
1610,सँगै,27
1611,कम्पनीका,27
1612,तहका,27
1613,छुट,27
1614,नमूना,27
1615,अवरुद्ध,27
1616,लैजाने,27
1617,वैकल्पिक,27
1618,प्रतिस्पर्धा,27
1619,महिनाको,27
1620,केन्द्रित,27
1621,टुंगो,27
1622,नेताहरु,27
1623,पठाउने,27
1624,मात्रामा,27
1625,छिटो,27
1626,अस्पतालका,27
1627,ग्यास,27
1628,व्यापक,27
1629,प्रष्ट,27
1630,रिपोर्ट,27
1631,पत्ता,27
1632,बराबर,27
1633,साता,27
1634,ढंगले,27
1635,तामाङ,27
1636,सहयोगमा,27
1637,सबैले,27
1638,तलब,27
1639,म्याद,27
1640,सहितको,27
1641,हुनेको,27
1642,संरचना,27
1643,सानो,27
1644,नभएका,27
1645,सदस्यको,27
1646,जाँच,27
1647,सदस्यहरुले,27
1648,राजस्व,27
1649,२०७५,27
1650,लक्षित,27
1651,फोन,27
1652,मात्रा,27
1653,उनीहरूले,27
1654,वामदेव,27
1655,सुनुवाइ,27
1656,भागमा,27
1657,शाहले,26
1658,दिनको,26
1659,मेगावाट,26
1660,पुन,26
1661,६४,26
1662,राजधानी,26
1663,छुट्टै,26
1664,यति,26
1665,रहनेछ,26
1666,सकेका,26
1667,नपाएको,26
1668,कोषमा,26
1669,एम्बुलेन्स,26
1670,रहेकोमा,26
1671,खारेज,26
1672,तरिकाले,26
1673,अवसर,26
1674,उमेर,26
1675,भदौ,26
1676,जसलाई,26
1677,आधारित,26
1678,पुरस्कृत,26
1679,महालेखा,26
1680,धितोपत्र,26
1681,संख्यामा,26
1682,सपना,26
1683,नसकिने,26
1684,दिएपछि,26
1685,विवादमा,26
1686,सुनिश्चित,26
1687,नसक्दा,26
1688,श्रेष्ठको,26
1689,बेनी,26
1690,प्रदर्शनकारीले,26
1691,गरि,26
1692,अण्डा,26
1693,उपत्यका,26
1694,संस्थाले,26
1695,प्रशासनले,26
1696,कठिन,26
1697,भारतले,26
1698,मेयर,26
1699,आवाज,26
1700,मनाउने,26
1701,६१,26
1702,वर्षपछि,26
1703,रोजगार,26
1704,५३,26
1705,गर्नेछ,26
1706,आधारभूत,26
1707,उत्पादनमा,26
1708,अवधि,26
1709,संविधानले,26
1710,सञ्जालमा,26
1711,कार्यकर्ता,26
1712,मन्दिर,26
1713,हिस्सा,26
1714,भूमि,26
1715,तेल,26
1716,आशा,26
1717,लागिएको,26
1718,योग्य,26
1719,रहन,26
1720,पूजा,26
1721,दिनसम्म,26
1722,लगानीमा,26
1723,पक्षका,26
1724,पत्रकारिता,26
1725,दुःख,26
1726,गतेदेखि,26
1727,परीक्षा,26
1728,नागरिकले,25
1729,अख्तियारले,25
1730,नेताको,25
1731,खटिएको,25
1732,राष्ट्रपतिको,25
1733,महत्व,25
1734,अमेरिका,25
1735,गराउँदै,25
1736,अधिवेशन,25
1737,सदनमा,25
1738,पाइने,25
1739,प्रचार,25
1740,आयोगको,25
1741,मार्ग,25
1742,जिम्मेवार,25
1743,पूर्णता,25
1744,त्यति,25
1745,३८,25
1746,सालको,25
1747,अधिकारीको,25
1748,विपक्षी,25
